id	cog	domain
A0A3D3L4L3		bacteria
A0A3D3QPJ4		bacteria
A0A3D3QRE5		bacteria
A0A3D3QRT6		bacteria
A0A3D3QT31		bacteria
A0A3D3TRJ6		bacteria
A0A3D3UAX7		bacteria
A0A3D3VTW6		bacteria
A0A3D3XF42		bacteria
A0A3D4FGB4		bacteria
A0A3D4FHR4		bacteria
A0A3D4FMC7		bacteria
A0A3D4GU05		bacteria
A0A3D4HJA9		bacteria
A0A3D4HJG9		bacteria
A0A3D4HKC9		bacteria
A0A3D4K1H0		bacteria
A0A3D4LLR3		bacteria
A0A3D4YFN0		bacteria
A0A3D5BTT1		bacteria
A0A3D5CNS4		bacteria
A0A3D5D3L1		bacteria
A0A3D5D4H4		bacteria
A0A3D5D929		bacteria
A0A3D5DCN7		bacteria
A0A3D5DPS9		bacteria
A0A3D5GR33		bacteria
A0A3D5K2G2		bacteria
A0A3D5K8N8		bacteria
A0A3D5NVQ6		bacteria
A0A3D5P5I5		bacteria
A0A3D5QFE4		bacteria
A0A3D5QZA6		bacteria
A0A3D5R5I7		bacteria
A0A3D5R623		bacteria
A0A3D5R6U2		bacteria
A0A3D5R7B0		bacteria
A0A3D5R8A2		bacteria
A0A3D5R994		bacteria
A0A3D5RBU9		bacteria
A0A3D5RBY3		bacteria
A0A3D5SP33		bacteria
A0A3D5SSH3		bacteria
A0A3D5UBI7		bacteria
A0A3D5UF93		bacteria
A0A3D5UGM3		bacteria
A0A3D5UHF6		bacteria
A0A3D5ULW2		bacteria
A0A3D5VIS5		bacteria
A0A3D5WFW6		bacteria
A0A3D5WFW9		bacteria
A0A3D5WGS3		bacteria
A0A3D6BY04		bacteria
A0A3D6C035		bacteria
A0A3D6C1A5		bacteria
A0A3D6C1J6		bacteria
A0A3D6C2J2		bacteria
A0A3D6C786		bacteria
A0A3D6CAB3		bacteria
A0A3D8GU91		bacteria
A0A3D8GVA4		bacteria
A0A3D8GW00		bacteria
A0A3D8HRC1		bacteria
A0A3D8I642		bacteria
A0A3D8I9G7		bacteria
A0A3D8II73		bacteria
A0A3D8IU97		bacteria
A0A3D8IW35		bacteria
A0A3D8UJJ3		bacteria
A0A3D8ZVJ0		bacteria
A0A3D8ZXG0		bacteria
A0A3D9FAC8		bacteria
A0A3D9LBT1		bacteria
A0A3D9V390		bacteria
A0A3D9V7N7		bacteria
A0A3D9ZYE2		bacteria
A0A3E0KET4		bacteria
A0A3E0KGB0		bacteria
A0A3E0MYK1		bacteria
A0A3E0NZ43		bacteria
A0A3E0P9Z5		bacteria
A0A3E1CIH8		bacteria
A0A3E2JAY3		bacteria
A0A3E2KLM3		bacteria
A0A3E2NI46		bacteria
A0A3E2VMQ3		bacteria
A0A3E2WP45		bacteria
A0A3E2WQS0		bacteria
A0A3E3K112		bacteria
A0A3E3K2D3		bacteria
A0A3E3K3M0		bacteria
A0A3E3K5T4		bacteria
A0A3E3K6T9		bacteria
A0A3E4F502		bacteria
A0A3E4GNG8		bacteria
A0A3E4GNW9		bacteria
A0A3E4L605		bacteria
A0A3E4L8G6		bacteria
A0A3E4M8Z5		bacteria
A0A3E4ME40		bacteria
A0A3E4MEJ8		bacteria
A0A3E4MG56		bacteria
A0A3E4PNK0		bacteria
A0A3E4PNL9		bacteria
A0A3E4PWS1		bacteria
A0A3E5EIT7		bacteria
A0A3E5GA12		bacteria
A0A3E5GFD0		bacteria
A0A3E5GT55		bacteria
A0A3E5GTN5		bacteria
A0A3E5GU06		bacteria
A0A3E5GVJ2		bacteria
A0A3F2ZVK7		bacteria
A0A3F2ZZH7		bacteria
A0A3F3A2P9		bacteria
A0A3F3AYY1		bacteria
A0A3G2FDM8		bacteria
A0A3G2IGJ7		bacteria
A0A3G2R4Q7		bacteria
A0A3G2R762		bacteria
A0A3G3E3N6		bacteria
A0A3G8UBQ6		bacteria
A0A3H7BUX8		bacteria
A0A3K9AJM7		bacteria
A0A3L0Y773		bacteria
A0A3L1IUJ8		bacteria
A0A3L7P5Y2		bacteria
A0A3L7UIT1		bacteria
A0A3L7X7F1		bacteria
A0A3L7XDD9		bacteria
A0A3L7YC37		bacteria
A0A3M0S4Q9		bacteria
A0A3M0SFJ9		bacteria
A0A3M0SMS7		bacteria
A0A3M0SU37		bacteria
A0A3M0XH64		bacteria
A0A3M0ZDS3		bacteria
A0A3M1BGR9		bacteria
A0A3M1BR12		bacteria
A0A3M1CU21		bacteria
A0A3M1DY68		bacteria
A0A3M1E3B6		bacteria
A0A3M1EAW9		bacteria
A0A3M1EGU4		bacteria
A0A3M1EWA8		bacteria
A0A3M1EYX6		bacteria
A0A3M1F3Y3		bacteria
A0A3M1GY03		bacteria
A0A3M1H7C3		bacteria
A0A3M1HAN8		bacteria
A0A3M1I999		bacteria
A0A3M1IAS1		bacteria
A0A3M1J0W1		bacteria
A0A3M1J1C2		bacteria
A0A3M1JE19		bacteria
A0A3M1JPU4		bacteria
A0A3M1JU70		bacteria
A0A3M1JU74		bacteria
A0A3M1MKH4		bacteria
A0A3M1ML34		bacteria
A0A3M1R6I3		bacteria
A0A3M1SBW8		bacteria
A0A3M1SET5		bacteria
A0A3M1SGT1		bacteria
A0A3M1SUX9		bacteria
A0A3M1SYC9		bacteria
A0A3M1SZ26		bacteria
A0A3M1V382		bacteria
A0A3M1WCU3		bacteria
A0A3M1WEV8		bacteria
A0A3M1WHD9		bacteria
A0A3M1WN90		bacteria
A0A3M1X3J6		bacteria
A0A3M1XQC1		bacteria
A0A3M1Y538		bacteria
A0A3M1ZGC8		bacteria
A0A3M1ZQ49		bacteria
A0A3M1ZQJ8		bacteria
A0A3M1ZQU3		bacteria
A0A3M2A0V3		bacteria
A0A3M2DFN5		bacteria
A0A3M2FVL3		bacteria
A0A3M2G497		bacteria
A0A3M2G4W2		bacteria
A0A3M2GMX8		bacteria
A0A3M2GQ64		bacteria
A0A3M2GZL4		bacteria
A0A3M2JME2		bacteria
A0A3M6NRW1		bacteria
A0A3M8F1V3		bacteria
A0A3M8F8Y6		bacteria
A0A3N0IV71		bacteria
A0A3N1GAT4		bacteria
A0A3N1HXB3		bacteria
A0A3N1IK46		bacteria
A0A3N1J0L3		bacteria
A0A3N1UK96		bacteria
A0A3N1UQ55		bacteria
A0A3N1USV9		bacteria
A0A3N1UUY5		bacteria
A0A3N1VKF2		bacteria
A0A3N1VKY0		bacteria
A0A3N1VQB3		bacteria
A0A3N1VSP6		bacteria
A0A3N2E6C4		bacteria
A0A3N2E8D9		bacteria
A0A3N2EVL0		bacteria
A0A3N2H9V0		bacteria
A0A3N2RV06		bacteria
A0A3N4WZT1		bacteria
A0A3N4Z2R2		bacteria
A0A3N5C8L8		bacteria
A0A3N5DSE8		bacteria
A0A3N5EFH7		bacteria
A0A3N5ES73		bacteria
A0A3N5F2A5		bacteria
A0A3N5F4K5		bacteria
A0A3N5F532		bacteria
A0A3N5FAJ5		bacteria
A0A3N5FEW0		bacteria
A0A3N5FFM3		bacteria
A0A3N5FP00		bacteria
A0A3N5FZI3		bacteria
A0A3N5G6R4		bacteria
A0A3N5G6V7		bacteria
A0A3N5G8A4		bacteria
A0A3N5GL79		bacteria
A0A3N5GLR8		bacteria
A0A3N5HZF0		bacteria
A0A3N5I7Z9		bacteria
A0A3N5IBM1		bacteria
A0A3N5IS57		bacteria
A0A3N5IXX0		bacteria
A0A3N5JKF9		bacteria
A0A3N5KSZ8		bacteria
A0A3N5KWI3		bacteria
A0A3N5L569		bacteria
A0A3N5M0S2		bacteria
A0A3N5ME82		bacteria
A0A3N5MMT7		bacteria
A0A3N5MN11		bacteria
A0A3N5MN85		bacteria
A0A3N5N9X0		bacteria
A0A3N5NHB4		bacteria
A0A3N5P4G6		bacteria
A0A3N5P891		bacteria
A0A3N5Q059		bacteria
A0A3N5QU76		bacteria
A0A3N5R3A9		bacteria
A0A3N5RHM8		bacteria
A0A3N5SBI8		bacteria
A0A3N5SH57		bacteria
A0A3N5SQB3		bacteria
A0A3N5SQY5		bacteria
A0A3N5T0U0		bacteria
A0A3N5T4B5		bacteria
A0A3N5TEY5		bacteria
A0A3N5TEY7		bacteria
A0A3N5TFW2		bacteria
A0A3N5TIX2		bacteria
A0A3N5TNS4		bacteria
A0A3N5TQZ8		bacteria
A0A3N5TRB8		bacteria
A0A3N5TSR9		bacteria
A0A3N5TUL1		bacteria
A0A3N5TXZ6		bacteria
A0A3N5TYX7		bacteria
A0A3N5U184		bacteria
A0A3N5U2C6		bacteria
A0A3N5U4H4		bacteria
A0A3N5U566		bacteria
A0A3N5U7Q4		bacteria
A0A3N5U7X3		bacteria
A0A3N5UB92		bacteria
A0A3N5UBV4		bacteria
A0A3N5UC97		bacteria
A0A3N5UIN7		bacteria
A0A3N5UMY5		bacteria
A0A3N5UN98		bacteria
A0A3N5UWA3		bacteria
A0A3N5V2S1		bacteria
A0A3N5V730		bacteria
A0A3N5W3U6		bacteria
A0A3N5WMV7		bacteria
A0A3N5WRM5		archaea
A0A3N5XAI8		bacteria
A0A3N5Y6X3		bacteria
A0A3N5YC63		bacteria
A0A3N5YFB3		bacteria
A0A3N5YG63		bacteria
A0A3N5YKH3		bacteria
A0A3N5YMC5		bacteria
A0A3N5YRN3		bacteria
A0A3N5YUP9		bacteria
A0A3N5YVI3		bacteria
A0A3N5YWV1		bacteria
A0A3N5Z188		bacteria
A0A3N5Z9T1		bacteria
A0A3N5ZAY0		bacteria
A0A3N5ZGV8		bacteria
A0A3N5ZHG4		bacteria
A0A3N6A244		bacteria
A0A3N6XSM3		bacteria
A0A3N9NHQ6		bacteria
A0A3N9V266		bacteria
A0A3N9VDV7		bacteria
A0A3N9VHY2		bacteria
A0A3P1VYX8		bacteria
A0A3P1VYZ1		bacteria
A0A3P1W1B5		bacteria
A0A3P1XZX4		bacteria
A0A3P1Y1C4		bacteria
A0A3P1Y220		bacteria
A0A3P1Y2P5		bacteria
A0A3P1Y5M4		bacteria
A0A3Q0D3I0		eukaryota
A0A3Q0D5A9		eukaryota
A0A3Q0DFP0		eukaryota
A0A3Q0DIB4		eukaryota
A0A3Q0DTR2		eukaryota
A0A3Q0DUQ3		eukaryota
A0A3Q0DYI6		eukaryota
A0A3Q0DZ25		eukaryota
A0A3Q0E4H1		eukaryota
A0A3Q0EE98		eukaryota
A0A3Q0G057		eukaryota
A0A3Q0G4S0		eukaryota
A0A3Q0GRS9		eukaryota
A0A3Q0HHX6		eukaryota
A0A3Q7MFY6		eukaryota
A0A3Q7MS04		eukaryota
A0A3Q7MTM4		eukaryota
A0A3Q7MU55		eukaryota
A0A3Q7MV20		eukaryota
A0A3Q7MW66		eukaryota
A0A3Q7N2V4		eukaryota
A0A3Q7NQR7		eukaryota
A0A3Q7NY38		eukaryota
A0A3Q7P1S1		eukaryota
A0A3Q7PX96		eukaryota
A0A3Q7Q4D4		eukaryota
A0A3Q7Q5C4		eukaryota
A0A3Q7QC66		eukaryota
A0A3Q7R0A4		eukaryota
A0A3Q7R7D4		eukaryota
A0A3Q7R8G6		eukaryota
A0A3Q7R9B8		eukaryota
A0A3Q7RDD9		eukaryota
A0A3Q7RHU5		eukaryota
A0A3Q7RKY4		eukaryota
A0A3Q7SP31		eukaryota
A0A3Q7TDT9		eukaryota
A0A3Q7TP43		eukaryota
A0A3Q7TXC3		eukaryota
A0A3Q7TZ08		eukaryota
A0A3Q7U5I8		eukaryota
A0A3Q7U8Z4		eukaryota
A0A3Q7UAB3		eukaryota
A0A3Q9L7X8		bacteria
A0A3Q9LUT6		bacteria
A0A3Q9QRJ4		bacteria
A0A3Q9QUG9		bacteria
A0A3Q9S6W9		bacteria
A0A3R0CJ24		bacteria
A0A3R0D4S4		bacteria
A0A3R0F6C1		bacteria
A0A3R0HIV6		bacteria
A0A3R0JG08		bacteria
A0A3R0PQ95		bacteria
A0A3R0WV87		bacteria
A0A3R5WV13		bacteria
A0A3R5X8Y2		bacteria
A0A3R5XNL8		bacteria
A0A3R5ZKA5		bacteria
A0A3R6ABG4		bacteria
A0A3R6H0Q8		bacteria
A0A3R6RE77		bacteria
A0A3R6RXA3		bacteria
A0A3R6RY35		bacteria
A0A3R6VSF6		bacteria
A0A3R7L3W5		bacteria
A0A3R7S7W4		bacteria
A0A3R7SU94		bacteria
A0A3R7SUC0		bacteria
A0A3R7TPA6		bacteria
A0A3R7TS42		bacteria
A0A3R7UP46		bacteria
A0A3R8UFZ1		bacteria
A0A3R9AVV9		bacteria
A0A3R9KSG5		bacteria
A0A3R9N8P1		bacteria
A0A3R9NUQ5		bacteria
A0A3R9Q6W4		bacteria
A0A3R9YK03		bacteria
A0A3S0I508		bacteria
A0A3S0ID88		bacteria
A0A3S5J4G1		bacteria
A0A3S5J9X5		bacteria
A0A3S5JQH9		bacteria
A0A3S5XXD4		bacteria
A0A3S7D6F2		bacteria
A0A3S7DKD0		bacteria
A0A3S8TIH5		eukaryota
A0A3S9XAQ0		bacteria
A0A3T0CGR1		bacteria
A0A3T0D053		varidnaviria
A0A3T0HYY7		bacteria
A0A3T0LT08		bacteria
A0A3T0QS74		bacteria
A0A3T0ZWW0		bacteria
A0A3T1B9G0		bacteria
A0A3T2UVA7		bacteria
A0A3T2WHH2		bacteria
A0A3T2YH63		bacteria
A0A3T3EVN0		bacteria
A0A3T3IKR6		bacteria
A0A3U2H0X0		bacteria
A0A3U2RE98		bacteria
A0A3U2RSQ4		bacteria
A0A3U3FYL0		bacteria
A0A3U3ZFJ0		bacteria
A0A3U4FIQ5		bacteria
A0A3U5FLS9		bacteria
A0A3U5JDR5		bacteria
A0A3U7XN60		bacteria
A0A3U8MG12		bacteria
A0A3U8PIQ8		bacteria
A0A3U8V2K4		bacteria
A0A3U9RJ85		bacteria
A0A3V0NNA2		bacteria
A0A3V1RCV0		bacteria
A0A3V2FYA3		bacteria
A0A3V2XUY7		bacteria
A0A3V3CCR7		bacteria
A0A3V3U1J5		bacteria
A0A3V4Q7X8		bacteria
A0A3V4QRP1		bacteria
A0A3V4SIS2		bacteria
A0A3V5VMZ9		bacteria
A0A3V6SAC4		bacteria
A0A3V7EXB4		bacteria
A0A3V7IAG6		bacteria
A0A3V7IRK8		bacteria
A0A3V7KTE1		bacteria
A0A3V7VQL1		bacteria
A0A3V8D4B5		bacteria
A0A3V8SLA3		bacteria
A0A3V8VMB9		bacteria
A0A3V9NPP0		bacteria
A0A3V9PTU2		bacteria
A0A3V9S4Y6		bacteria
A0A3W0FAF8		bacteria
A0A3X8LQE1		bacteria
A0A3Y7RPB3		bacteria
A0A3Y8PH21		bacteria
A0A3Y9J9K8		bacteria
A0A3Y9SHR5		bacteria
A0A3Z1V9Z8		bacteria
A0A3Z2BPU7		bacteria
A0A3Z2EUN6		bacteria
A0A3Z7TBI0		bacteria
A0A3Z9E3A3		bacteria
A0A3Z9QI02		bacteria
A0A3Z9YHF3		bacteria
A0A401UG90		bacteria
A0A401UJY0		bacteria
A0A401Z957		bacteria
A0A401ZHS2		bacteria
A0A402A236		bacteria
A0A402AML2		bacteria
A0A402BG13		bacteria
A0A403F1K8		bacteria
A0A403FGQ1		bacteria
A0A403QGR9		bacteria
A0A403SJA2		bacteria
A0A410HXE1		eukaryota
A0A410PJK7		bacteria
A0A410PLF1		bacteria
A0A410QEN4		bacteria
A0A410X9Y8		bacteria
A0A411GNX9		bacteria
A0A411H3T0		bacteria
A0A411PJF2		bacteria
A0A411WPM0		bacteria
A0A411YJL6		bacteria
A0A412ATP4		bacteria
A0A412EZM5		bacteria
A0A412F065		bacteria
A0A412HQE4		bacteria
A0A412L6J8		bacteria
A0A412LF19		bacteria
A0A412LHV0		bacteria
A0A412YXK3		bacteria
A0A412Z094		bacteria
A0A412Z3U0		bacteria
A0A412Z7W4		bacteria
A0A412Z949		bacteria
A0A412ZA99		bacteria
A0A413FEM9		bacteria
A0A413JN90		bacteria
A0A413QMU5		bacteria
A0A413RF91		bacteria
A0A413UQF3		bacteria
A0A413VWT8		bacteria
A0A413WAP0		bacteria
A0A413YHM2		bacteria
A0A414AYS1		bacteria
A0A414EW94		bacteria
A0A414Q9S7		bacteria
A0A414QEW7		bacteria
A0A414QYB8		bacteria
A0A414S2A5		bacteria
A0A414SY29		bacteria
A0A414WM60		bacteria
A0A415UJR8		bacteria
A0A415V9S5		bacteria
A0A416RSG1		bacteria
A0A417HM29		bacteria
A0A417QLZ4		bacteria
A0A417QNF4		bacteria
A0A417QQK7		bacteria
A0A417TBG4		bacteria
A0A417TF37		bacteria
A0A417TK90		bacteria
A0A417YRC3		bacteria
A0A417YZV2		bacteria
A0A417Z027		bacteria
A0A418GN98		bacteria
A0A418LX10		bacteria
A0A418M7H7		bacteria
A0A418MCW4		bacteria
A0A418MLD1		bacteria
A0A418Z7W9		bacteria
A0A419E774		bacteria
A0A419EBV5		bacteria
A0A419F1V0		bacteria
A0A419FP36		bacteria
A0A419FPG5		bacteria
A0A419GJY8		bacteria
A0A419GLF7		bacteria
A0A419GPZ4		bacteria
A0A419GQZ5		bacteria
A0A419GSP2		bacteria
A0A419GV80		bacteria
A0A419IHI3		bacteria
A0A419J3R5		bacteria
A0A419UZP6		bacteria
A0A419V5Q5		bacteria
A0A419V6N7		bacteria
A0A420VN79		bacteria
A0A420W853		bacteria
A0A420W8P4		bacteria
A0A420XUS7		bacteria
A0A420Z415		bacteria
A0A421BIC3		bacteria
A0A422W8I4		bacteria
A0A422WJF8		bacteria
A0A423XSW1		bacteria
A0A424JF52		bacteria
A0A424KXW1		bacteria
A0A424KZD0		bacteria
A0A424LBW1		bacteria
A0A424LNY6		bacteria
A0A424NC31		bacteria
A0A424NKG1		bacteria
A0A424SFG5		bacteria
A0A424TQA5		bacteria
A0A424XVD3		bacteria
A0A424XW65		bacteria
A0A424Y0D0		bacteria
A0A424Y0S8		bacteria
A0A424Y1G0		bacteria
A0A424Y262		bacteria
A0A424Y2B3		bacteria
A0A424Y2Q2		bacteria
A0A424Y896		bacteria
A0A424YBY1		bacteria
A0A424YC53		bacteria
A0A424Z0K4		bacteria
A0A426TRB3		bacteria
A0A427KFM3		bacteria
A0A427TVK0		bacteria
A0A427UYL4		bacteria
A0A428J6L5		bacteria
A0A428L4E5		bacteria
A0A428MWZ4		bacteria
A0A428VLI6		bacteria
A0A428X137		bacteria
A0A429Z828		bacteria
A0A429ZXI0		bacteria
A0A430ABZ4		bacteria
A0A430AVM9		bacteria
A0A430AZ95		bacteria
A0A430B270		bacteria
A0A430B609		bacteria
A0A430B6V3		bacteria
A0A430B790		bacteria
A0A430T9J6		bacteria
A0A430VBL8		bacteria
A0A431ECP9		bacteria
A0A431FWU1		bacteria
A0A431NHJ6		bacteria
A0A431NN35		bacteria
A0A431PB91		bacteria
A0A432FU36		bacteria
A0A432G9B8		bacteria
A0A432GEV4		bacteria
A0A432H3Y7		bacteria
A0A432H402		bacteria
A0A432H410		bacteria
A0A432H915		bacteria
A0A432HBL7		bacteria
A0A432HE52		bacteria
A0A432HEL6		bacteria
A0A432HGE6		bacteria
A0A432HNR1		bacteria
A0A432HQA4		bacteria
A0A432HRP4		bacteria
A0A432HRS0		bacteria
A0A432HSQ0		bacteria
A0A432HTZ9		archaea
A0A432ILB2		bacteria
A0A432IN63		bacteria
A0A432IYX3		bacteria
A0A432K222		bacteria
A0A432Q2G3		bacteria
A0A432QEW2		bacteria
A0A432QGR1		bacteria
A0A432QIP1		bacteria
A0A432QJ15		bacteria
A0A432QJ48		bacteria
A0A432QJ83		bacteria
A0A432QSG8		bacteria
A0A432R2Y3		bacteria
A0A432UFI3		bacteria
A0A432UG10		bacteria
A0A432UH82		bacteria
A0A432UQB3		bacteria
A0A433AW30		bacteria
A0A433HP57		bacteria
A0A433HUM3		bacteria
A0A433LV71		bacteria
A0A433ZQS3		bacteria
A0A437UIB4		bacteria
A0A437UPU4		bacteria
A0A443TKK3		bacteria
A0A443UG99		bacteria
A0A443VCQ3		bacteria
A0A443W8B3		bacteria
A0A443XH72		bacteria
A0A443YFV7		bacteria
A0A443YHU2		bacteria
A0A443YJ42		bacteria
A0A444JR75		bacteria
A0A444JRK5		bacteria
A0A446I9P0		bacteria
A0A446IAX9		bacteria
A0A446IBB9		bacteria
A0A446IBH3		bacteria
A0A446IEG3		bacteria
A0A452C740		eukaryota
A0A452CAR9		eukaryota
A0A452CLC9		eukaryota
A0A455ATU6		eukaryota
A0A455SJQ7		bacteria
A0A455T7Q4		bacteria
A0A482PGM1		bacteria
A0A482PQC6		bacteria
A0A483FSF5		bacteria
A0A483H3R9		bacteria
A0A483IHR4		bacteria
A0A485MBC2		eukaryota
A0A485MGE8		eukaryota
A0A485ML94		eukaryota
A0A485MQ61		eukaryota
A0A485N2T8		eukaryota
A0A485NF93		eukaryota
A0A485NQA1		eukaryota
A0A485P3R2		eukaryota
A0A485P9C4		eukaryota
A0A485PBZ2		eukaryota
A0A485PIE4		eukaryota
A0A494TCY7		bacteria
A0A494U9Z2		bacteria
A0A494WUK9		bacteria
A0A494WX36		bacteria
A0A494WXZ5		bacteria
A0A495PQF8		bacteria
A0A495QV34		bacteria
A0A495W3T5		bacteria
A0A496ACP2		bacteria
A0A496APY7		bacteria
A0A496LV23		bacteria
A0A496N671		bacteria
A0A496NDW4		bacteria
A0A496NFP5		bacteria
A0A496NIN1		bacteria
A0A496NS84		bacteria
A0A496PWF8		bacteria
A0A496S004		bacteria
A0A496S775		bacteria
A0A496S9U0		bacteria
A0A496SIR8		bacteria
A0A496SQI8		bacteria
A0A496TJS6		bacteria
A0A496TM38		bacteria
A0A496TS75		bacteria
A0A496Y035		bacteria
A0A496Y8D3		bacteria
A0A496YAH3		bacteria
A0A496YD10		bacteria
A0A496YHH8		bacteria
A0A496YHS0		bacteria
A0A496YII3		bacteria
A0A496YMH5		bacteria
A0A496YQ13		bacteria
A0A496YSF5		bacteria
A0A496YU30		bacteria
A0A496YUG0		bacteria
A0A496YUK3		bacteria
A0A496YVF9		bacteria
A0A496YWC7		bacteria
A0A496YX16		bacteria
A0A496YZW1		bacteria
A0A496Z9Q5		bacteria
A0A496ZA79		bacteria
A0A496ZDU4		bacteria
A0A496ZFZ6		bacteria
A0A496ZG03		bacteria
A0A496ZG09		bacteria
A0A496ZHH3		bacteria
A0A496ZHP0		bacteria
A0A496ZJ24		bacteria
A0A496ZTY3		bacteria
A0A496ZYS5		bacteria
A0A497A9A3		bacteria
A0A497AAG5		bacteria
A0A497AAJ8		bacteria
A0A497AGU5		bacteria
A0A497AJB3		bacteria
A0A497B3U3		bacteria
A0A497B811		bacteria
A0A497BCL7		bacteria
A0A497BG10		bacteria
A0A497BG38		bacteria
A0A497BLE6		bacteria
A0A497BPK5		bacteria
A0A497BQ22		bacteria
A0A497BRE3		bacteria
A0A497C113		bacteria
A0A497C199		bacteria
A0A497C283		bacteria
A0A497C2S1		bacteria
A0A497C659		bacteria
A0A497C8L4		bacteria
A0A497CAA3		bacteria
A0A497KU54		archaea
A0A497XS84		bacteria
A0A4D4JDA9		bacteria
A0A4D6BGY0		eukaryota
A0A4D6BHS9		eukaryota
A0A4D6BI75		eukaryota
A0A4D6PDZ0		bacteria
A0A4D7CX12		bacteria
A0A4D7J5G9		bacteria
A0A4E0NTQ3		bacteria
A0A4P5PFI9		bacteria
A0A4P5PHZ7		bacteria
A0A4P5QFK4		bacteria
A0A4P6HLK1		bacteria
A0A4P6WL96		bacteria
A0A4P7GS14		bacteria
A0A4P7GSP9		bacteria
A0A4P7GU68		bacteria
A0A4P7GWH7		bacteria
A0A4P7IS87		bacteria
A0A4P7J6Q0		bacteria
A0A4P7UR39		bacteria
A0A4P8BG23		bacteria
A0A4P8C6Z0		bacteria
A0A4P8KBI8		bacteria
A0A4P8KGE4		bacteria
A0A4P8L0J3		bacteria
A0A4P8L1C2		bacteria
A0A4P8L2B6		bacteria
A0A4P8L5N1		bacteria
A0A4P8U1X3		bacteria
A0A4P8YIB1		bacteria
A0A4P8YJW8		bacteria
A0A4P9DQY3		bacteria
A0A4P9DVF9		bacteria
A0A4Q0ULK8		bacteria
A0A4Q0VP87		bacteria
A0A4Q0VVF5		bacteria
A0A4Q0YA11		bacteria
A0A4Q0YY45		bacteria
A0A4Q0ZAN6		bacteria
A0A4Q0ZB70		bacteria
A0A4Q0ZNG9		bacteria
A0A4Q0ZNX0		bacteria
A0A4Q0ZY03		bacteria
A0A4Q1A9S2		bacteria
A0A4Q1AIS3		bacteria
A0A4Q1AJM5		bacteria
A0A4Q1AKE4		bacteria
A0A4Q1ATN5		bacteria
A0A4Q1STR8		bacteria
A0A4Q1SVC4		bacteria
A0A4Q1T097		bacteria
A0A4Q1TC39		bacteria
A0A4Q1TD70		bacteria
A0A4Q2QTG6		bacteria
A0A4Q4ABU0		bacteria
A0A4Q6FCP0		bacteria
A0A4Q7QDL2		bacteria
A0A4Q7QSR6		bacteria
A0A4Q7QSV2		bacteria
A0A4Q7UBN1		bacteria
A0A4Q7UFA5		bacteria
A0A4Q7UUP5		bacteria
A0A4Q7UWX8		bacteria
A0A4Q7V3I2		bacteria
A0A4Q7ZUY9		bacteria
A0A4Q8BCJ8		bacteria
A0A4Q8BCZ4		bacteria
A0A4Q8NQ21		bacteria
A0A4Q8PEI1		bacteria
A0A4Q8SCM3		bacteria
A0A4Q8WVL4		bacteria
A0A4Q8WW25		bacteria
A0A4Q8X0A3		bacteria
A0A4Q9ENS1		bacteria
A0A4Q9EXL7		bacteria
A0A4R0FQB9		bacteria
A0A4R0G158		bacteria
A0A4R0HUL3		bacteria
A0A4R0L0X7		bacteria
A0A4R1AQS1		bacteria
A0A4R1BRT3		bacteria
A0A4R1FAD4		bacteria
A0A4R1FIQ8		bacteria
A0A4R1GC40		bacteria
A0A4R1HUC8		bacteria
A0A4R1I0F1		bacteria
A0A4R1I189		bacteria
A0A4R1KY28		bacteria
A0A4R4D1B7		bacteria
A0A4R4D9M5		bacteria
A0A4R4FG74		bacteria
A0A4R4FGF7		bacteria
A0A4R4LPC5		bacteria
A0A4R4XMW5		bacteria
A0A4R5X9N2		bacteria
A0A4R6JZK8		bacteria
A0A4R6LPE4		bacteria
A0A4R6MJB7		bacteria
A0A4R7BKZ9		bacteria
A0A4R7HXB6		bacteria
A0A4R7HYD6		bacteria
A0A4R7I3Z8		bacteria
A0A4R7I6W6		bacteria
A0A4R8EWJ8		bacteria
A0A4R8IH58		bacteria
A0A4S1CCM0		bacteria
A0A4S1CE02		bacteria
A0A4S1CEF2		bacteria
A0A4S1CL84		bacteria
A0A4S2IZG3		bacteria
A0A4S3DM13		bacteria
A0A4S3PR69		bacteria
A0A4S5CHF3		bacteria
A0A4U0ZR30		bacteria
A0A4U0ZRC6		bacteria
A0A4U0ZRS8		bacteria
A0A4U0ZRY9		bacteria
A0A4U0ZSZ8		bacteria
A0A4U0ZU48		bacteria
A0A4U0ZZW3		bacteria
A0A4U1AD10		bacteria
A0A4U1AED3		bacteria
A0A4U1AI62		bacteria
A0A4U1AID8		bacteria
A0A4U1AKK0		bacteria
A0A4U1AME4		bacteria
A0A4U1AMM7		bacteria
A0A4U1AMV7		bacteria
A0A4U1D8P5		bacteria
A0A4U1GSB3		bacteria
A0A4U1MN54		bacteria
A0A4U6H891		bacteria
A0A4U6J8T9		bacteria
A0A4U6M537		bacteria
A0A4U6QJU4		bacteria
A0A4U7BR41		bacteria
A0A4U7BWG2		bacteria
A0A4U7NG23		bacteria
A0A4U8IUZ5		bacteria
A0A4U8SGA6		bacteria
A0A4U8SHF8		bacteria
A0A4U8T2L6		bacteria
A0A4U8TM44		bacteria
A0A4V0K396		eukaryota
A0A4V0K3U0		eukaryota
A0A4V0K689		eukaryota
A0A4V0KDG3		eukaryota
A0A4V0ZBE9		bacteria
A0A4V1BEK2		bacteria
A0A4V1ENN5		bacteria
A0A4V1IED8		bacteria
A0A4V1LTL7		bacteria
